id,user_id,datos,updated_at
5043f5c5-3197-4d41-a459-e9d0b0db4a02,dcaaf28a-4a5b-4dda-97eb-fad42f169a58,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-21 14:32:34.743
512758fc-7866-449c-a1c5-26c3ac8d316e,a1089cef-95a1-422c-8aab-639fbc3a9ea1,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 15:42:00.735
55d53c96-23bb-4613-8a8c-2797c013892b,0b6dc40d-37d4-4629-8045-9dc30fc6f8d4,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 13:20:26.041
57156d74-ae25-4d83-a3bb-8394328bc311,9956f405-8f04-4316-b8ae-fa04b3d74bdc,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 13:43:15.069
5d9339e2-f791-4a26-8915-13aa8d4aed7b,448ac38d-b4bb-467a-8315-7b025603c776,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-21 15:22:26.767
5fc6d545-a21d-4b83-b3f7-4ed05d7e3e0d,7d715043-e292-4f35-83b3-5c1a7e1c7b0e,"{""sesiones"":[],""materiasStats"":{""1777387479472f12yb5k32"":{""color"":""#4ade80"",""nombre"":""mmm"",""quizzes"":0,""falladas"":1,""acertadas"":0,""quizPuntuacion"":0,""totalFlashcards"":1}},""flashcardsFalladas"":{""¿Cómo se aplicaría el teorema del eje paralelo para calcular el momento de inercia entre el pie y la cadera de un corredor, si se conoce la inercia respecto al centro de masa del pie?"":1},""flashcardsAcertadas"":{}}",2026-04-28 14:54:54.555
605b0c1b-0b88-4f83-bab3-5eb3fc8a47fd,97f2af3b-25a6-4d9c-bb41-41f30f2912d0,"{""sesiones"":[],""materiasStats"":{""1777391022846y3jv5rips"":{""color"":""#ff4d6d"",""nombre"":""biología"",""quizzes"":0,""falladas"":1,""acertadas"":1,""quizPuntuacion"":0,""totalFlashcards"":2}},""flashcardsFalladas"":{""¿Qué se entiende por 'procedimientos necesarios' en el contexto de la carta?"":1},""flashcardsAcertadas"":{""¿En qué fecha se emite la carta de retiro?"":1}}",2026-04-28 15:59:56.073
61386d97-4a47-4ed9-948f-857551ea28ff,12a18056-84ea-491d-bd8d-f57890fe4801,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-05-15 15:51:39.19
7bcd3034-3eb3-4d44-bb27-4388a9d7cbe5,613890de-3215-48a8-b792-01105429a9a6,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 20:28:31.412
91b49c59-2346-43ae-8efe-a40a02f8858c,5b1b3d0e-a3a1-4df7-9c8c-08e298858438,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-29 19:38:31.077
9380c225-0b0a-4772-ac27-07fb95039a46,a5b1b611-07ef-4f38-9aae-2f11002b7e64,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-29 21:13:05.376
93cb716b-d37b-47d1-9559-7a4516cf2955,df25bb52-7be6-41b5-a950-185c34fffd50,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-21 15:21:41.126
945305c9-5596-4568-b6d4-adacb4bab736,8d6bcea5-8680-44e0-930c-c6f7109df6a2,"{""sesiones"":[{""tipo"":""quiz"",""fecha"":""25/4/2026"",""materiaId"":""quimica"",""puntuacion"":100}],""materiasStats"":{""quimica"":{""color"":""#f5c842"",""nombre"":""Quimica"",""quizzes"":1,""falladas"":0,""acertadas"":0,""quizPuntuacion"":100,""totalFlashcards"":0}},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 13:43:59.539
955f38d6-359d-47fb-b70e-f575f39af158,e7ec5f75-3708-4ba2-b2e9-8f26469dbf46,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-29 03:57:42.329
9a947736-fd90-4623-b3a2-351b942cc359,3d97512d-92ed-4833-9cb9-ed02a8a2a98b,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-20 18:36:52.707
9bb1525a-14ec-45ec-94de-13daeaf6a8e0,5b20ef2a-f16f-47e9-b425-69133b7c7e23,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-29 05:04:41.047
9d9f1ed0-b63d-48f1-8a28-529157de858e,2189b278-175b-4617-a07e-0e02cd5f2692,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 13:19:05.174
9dd974fa-fb16-46ed-a837-4ded078b79c0,fee506d2-413a-4561-ad1c-4a6c062c85b7,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 21:13:35.949
ac6bd277-b390-4d35-9d40-c784ba917240,44b6073e-4b73-41ec-9028-b4f3863a4b72,"{""sesiones"":[],""materiasStats"":{""1778337710230glub4po8x"":{""color"":""#ff4d6d"",""nombre"":""bio "",""quizzes"":0,""falladas"":2,""acertadas"":7,""quizPuntuacion"":0,""totalFlashcards"":9}},""flashcardsFalladas"":{""¿Qué sucede con la estructura del agua cuando se congela?"":1,""¿Por qué la densidad del agua disminuye a partir de los 4°C?"":1},""flashcardsAcertadas"":{""¿Qué es la carga neta de un átomo?"":1,""¿Por qué el agua es importante desde el punto de vista fisiológico?"":1,""¿Por qué la constante dieléctrica del agua es importante para la vida?"":1,""¿Cuál es la característica principal de las moléculas covalentes polares?"":1,""¿Qué sucede con el agua del fondo de un lago cuando se congela la superficie?"":1,""¿Qué sucede con los miembros de grupos que no presentan su trabajo en equipo?"":1,""¿Cuál es el porcentaje de la nota final que corresponde a la asistencia y participación en clase?"":1}}",2026-05-10 15:19:36.594
b3c2edb1-7dd1-4e0a-be51-3311ea428949,7c163845-514d-4a2e-bec6-05b8b402e38f,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-28 15:31:59.267
b43cf175-381b-4078-b46b-c3dd789ba6b9,c17eda77-4de0-405c-bc21-6bedde30e162,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-29 02:39:40.029
b5296fab-b8f7-4f7a-87c9-bead7c1d1a83,8b389762-5dc8-40fe-a089-069211d444e6,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-25 17:37:58.234
b8a9f650-ade7-4a73-a6b2-93a0fcf2e4da,ba21fc9c-9919-4a22-864b-f337601127b4,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-19 20:37:53.861
c59639c9-76cd-4268-b093-bb78f44e3655,c019f284-7164-492c-b22c-cf61e4f8bdcb,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-21 14:44:08.433
cec1d26c-57c5-4c79-a1fd-71816d96969f,84a3c792-adfe-4338-8131-e318333b6676,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-27 20:56:59.185
d0df31c1-5230-4f7a-a5b8-ac25cc5505a7,b7f283b4-a566-4c96-adad-5f10aec955a1,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-23 18:47:25.709
db967784-739f-4304-ba36-cdc2f045bd62,5bdc18ae-0d62-4394-adb0-a723e6786757,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-27 23:08:36.293
ddfe32da-9a63-4da3-b6da-c3c91b033fc4,7234ceee-49ed-4739-b554-57e9ff5a930d,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-27 18:30:07.369
defad050-3b65-418b-a14d-3bb85488e266,f8f45c39-7946-4e39-890b-f1663202db3f,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-27 18:22:16.251
e0cf1f37-7ae2-47f3-abc9-4db4b6e9a25d,27aad58e-c031-4fd8-a2d9-4a5b2b2bd7c8,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-21 17:58:43.851
e127a880-d291-41bd-9636-c34a52a78cb6,445e1eca-a7e4-48f2-9732-33f76efc50d1,"{""sesiones"":[{""tipo"":""quiz"",""fecha"":""2026-05-01"",""materiaId"":""biologia"",""puntuacion"":200}],""materiasStats"":{""biologia"":{""color"":""#f5c842"",""nombre"":""biologia"",""quizzes"":1,""falladas"":0,""acertadas"":0,""quizPuntuacion"":200,""totalFlashcards"":0},""1776402585932dhyjhsxxq"":{""color"":""#f5c842"",""nombre"":""Biofisica"",""quizzes"":0,""falladas"":1,""acertadas"":0,""quizPuntuacion"":0,""totalFlashcards"":1}},""flashcardsFalladas"":{""What are the consequences of AI for the job market?"":1},""flashcardsAcertadas"":{}}",2026-05-01 20:57:04.168
e1d587e3-6552-4cfb-a881-d5ec9b8dc075,2cf9cd6b-f610-4293-96ae-f2850ddfe5f5,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-29 00:56:18.871
e1ed73e2-a9f7-4236-b171-eb209fdf4f32,d428bdda-d28a-4c09-8dec-361108d7531c,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-24 17:11:26.908
f363b96e-1d25-427f-8491-c2dd9089556e,eacef9b8-ebf6-4e01-bf9a-b6ecd80d49e7,"{""sesiones"":[],""materiasStats"":{},""flashcardsFalladas"":{},""flashcardsAcertadas"":{}}",2026-04-27 22:54:50.875
